Position_x,Potential_Barrier_V,Total_Energy_E,Wavefunction_Shifted,Probability_Density_Shifted
-0.2599999999999998,0.0,1.0,0.6441380652959188,1.1734763240703174
-0.25,0.0,1.0,0.696212809320586,1.1264200783847818
-0.23999999999999977,0.0,1.0,0.7502307546598456,1.0854584601613566
-0.22999999999999998,0.0,1.0,0.8058463708054445,1.051637851684133
-0.21999999999999975,0.0,1.0,0.8627039076081989,1.0258222150493945
-0.20999999999999996,0.0,1.0,0.9204396708648943,1.0086710218795703
-0.19999999999999973,0.0,1.0,0.9786843487200608,1.000622406834915
-0.18999999999999995,0.0,1.0,1.0370653740015132,1.0018819752737973
-0.17999999999999972,0.0,1.0,1.0952093073788478,1.0124175509747397
-0.16999999999999993,0.0,1.0,1.1527442261007366,1.0319599980919354
-0.16000000000000014,0.0,1.0,1.2093021030313267,1.0600100963470358
-0.1499999999999999,0.0,1.0,1.264521160767972,1.0958512938274458
-0.14000000000000012,0.0,1.0,1.3180481857819992,1.1385680116153714
-0.1299999999999999,0.0,1.0,1.3695407877799288,1.1870690326479594
-0.1200000000000001,0.0,1.0,1.4186695898328927,1.2401153773299216
-0.10999999999999988,0.0,1.0,1.465120335264964,1.2963519538040995
-0.10000000000000009,0.0,1.0,1.5085958978234304,1.354342174360029
-0.08999999999999986,0.0,1.0,1.548818182272854,1.412604653689424
-0.08000000000000007,0.0,1.0,1.5855299032555332,1.4696510515156633
-0.06999999999999984,0.0,1.0,1.6184962310397943,1.5240240928910007
-0.06000000000000005,0.0,1.0,1.6475062936288773,1.5743347949164463
-0.04999999999999982,0.0,1.0,1.6723745256221065,1.619297948911716
-0.040000000000000036,0.0,1.0,1.6929418552001818,1.6577649516277666
-0.029999999999999805,0.0,1.0,1.7090767216419818,1.6887531468144392
-0.020000000000000018,0.0,1.0,1.7206759168642076,1.7114709276000908
-0.009999999999999787,0.0,1.0,1.7276652456009123,1.725337958432104
0.0,2.5,1.0,1.73,1.73
0.0075,2.5,1.0,1.7218335225662003,1.7137584031511355
0.015,2.5,1.0,1.7137584031511355,1.6978781617381629
0.0225,2.5,1.0,1.7057736197367261,1.6823512360497002
0.03,2.5,1.0,1.697878161738163,1.6671697652479966
0.0375,2.5,1.0,1.6900710298760035,1.6523260633892165
0.045,2.5,1.0,1.6823512360497,1.637812615532265
0.0525,2.5,1.0,1.674717803212542,1.62362207393419
0.06,2.5,1.0,1.6671697652479964,1.6097472543302285
0.0675,2.5,1.0,1.659706166847433,1.5961811322966208
0.075,2.5,1.0,1.6523260633892165,1.5829168396943452
0.08249999999999999,2.5,1.0,1.6450285208191513,1.5699476611919758
0.09,2.5,1.0,1.637812615532265,1.5572670308659027
0.0975,2.5,1.0,1.630677434255913,1.5448685288761936
0.105,2.5,1.0,1.62362207393419,1.5327458782164114
0.11249999999999999,2.5,1.0,1.6166456416136379,1.5208929415357466
0.12,2.5,1.0,1.6097472543302285,1.5093037180318527
0.1275,2.5,1.0,1.6029260389976132,1.49797234041281
0.135,2.5,1.0,1.5961811322966208,1.4868930719266862
0.1425,2.5,1.0,1.5895116805659941,1.4760603034571818
0.15,2.5,1.0,1.5829168396943452,1.4654685506838945
0.1575,2.5,1.0,1.5763957750133235,1.4551124513057672
0.16499999999999998,2.5,1.0,1.5699476611919758,1.4449867623263057
0.1725,2.5,1.0,1.563571682132289,1.4350863573992025
