Position_x,Wavefunction_Psi,Potential_Energy_V
0.6,0.30119421191220214,1.5
0.61,0.2952301669240142,1.5
0.62,0.2893842179390506,1.5
0.63,0.2836540264997704,1.5
0.64,0.27803730045319414,1.5
0.65,0.2725317930340126,1.5
0.66,0.26713530196585034,1.5
0.67,0.261845668580326,1.5
0.68,0.2566607769535559,1.5
0.6900000000000001,0.25157855305975646,1.5
0.7000000000000001,0.24659696394160643,1.5
0.71,0.24171401689703645,1.5
0.72,0.23692775868212176,1.5
0.73,0.23223627472975883,1.5
0.74,0.22763768838381274,1.5
0.75,0.22313016014842982,1.5
0.76,0.21871188695221475,1.5
0.77,0.21438110142697794,1.5
0.78,0.21013607120076472,1.5
0.79,0.20597509820488344,1.5
0.8,0.20189651799465538,1.5
0.81,0.19789869908361465,1.5
0.8200000000000001,0.19398004229089189,1.5
0.8300000000000001,0.1901389801015205,1.5
0.84,0.18637397603940997,1.5
0.85,0.18268352405273466,1.5
0.86,0.17906614791149322,1.5
0.87,0.17552040061699686,1.5
0.88,0.17204486382305054,1.5
0.89,0.1686381472685955,1.5
0.9,0.16529888822158653,1.5
0.91,0.16202575093388075,1.5
0.92,0.15881742610692068,1.5
0.93,0.1556726303679973,1.5
0.9400000000000001,0.15259010575688386,1.5
0.9500000000000001,0.14956861922263504,1.5
0.96,0.14660696213035015,1.5
0.97,0.14370394977770293,1.5
0.98,0.140858420921045,1.5
0.99,0.13806923731089282,1.5
1.0,0.1353352832366127,0.0
1.0100334448160535,0.13509012160172554,0.0
1.020066889632107,0.13435552492407746,0.0
1.0301003344481605,0.13313415466663905,0.0
1.040133779264214,0.13143043588578818,0.0
1.0501672240802675,0.12925054119921492,0.0
1.060200668896321,0.1266023684223664,0.0
1.0702341137123745,0.12349551195445488,0.0
1.080267558528428,0.11994122801769842,0.0
1.0903010033444815,0.11595239387573374,0.0
1.100334448160535,0.11154346117895306,0.0
1.1103678929765886,0.10673040360579708,0.0
1.120401337792642,0.10153065898970023,0.0
1.1304347826086956,0.09596306614136424,0.0
1.140468227424749,0.0900477965952543,0.0
1.1505016722408028,0.08380628152760225,0.0
1.160535117056856,0.07726113411069534,0.0
1.1705685618729098,0.07043606758476025,0.0
1.180602006688963,0.06335580934427584,0.0
1.1906354515050168,0.05604601134997414,0.0
1.2006688963210703,0.04853315719111806,0.0
1.2107023411371238,0.04084446613476336,0.0
1.2207357859531773,0.03300779450964324,0.0
1.2307692307692308,0.025051534781960736,0.0
1.2408026755852843,0.01700451268874137,0.0
1.2508361204013378,0.008895882801434149,0.0
1.2608695652173914,0.0007550228981369162,0.0
1.2709030100334449,-0.00738857247286183,0.0
1.2809364548494984,-0.015505398852602586,0.0
1.2909698996655519,-0.02356604876688111,0.0
